LOCATION,TIME,FREQUENCY,Value
C0001,2137-01,M,8.943859
C0002,2137-01,M,15.092827
C0003,2137-01,M,6.727034
C0004,2137-01,M,13.803562
C0005,2137-01,M,5.355197
C0006,2137-01,M,17.719990
C0007,2137-01,M,8.474993
C0008,2137-01,M,20.534351
C0009,2137-01,M,6.762674
C0010,2137-01,M,15.720611
C0001,2137-02,M,8.809228
C0002,2137-02,M,15.294352
C0003,2137-02,M,6.950915
C0004,2137-02,M,13.970717
C0005,2137-02,M,5.282876
C0006,2137-02,M,17.633084
C0007,2137-02,M,8.639011
C0008,2137-02,M,20.223190
C0009,2137-02,M,6.729970
C0010,2137-02,M,15.811225
C0001,2137-03,M,8.773451
C0002,2137-03,M,15.023088
C0003,2137-03,M,6.894009
C0004,2137-03,M,13.927882
C0005,2137-03,M,4.849016
C0006,2137-03,M,17.366108
C0007,2137-03,M,8.435236
C0008,2137-03,M,19.848658
C0009,2137-03,M,6.412705
C0010,2137-03,M,16.065773
C0001,2137-04,M,8.495944
C0002,2137-04,M,14.771243
C0003,2137-04,M,6.642523
C0004,2137-04,M,14.572188
C0005,2137-04,M,5.020947
C0006,2137-04,M,17.571095
C0007,2137-04,M,8.150247
C0008,2137-04,M,19.409489
C0009,2137-04,M,6.065151
C0010,2137-04,M,16.430410
C0001,2137-05,M,8.574093
C0002,2137-05,M,14.810370
C0003,2137-05,M,7.122204
C0004,2137-05,M,14.540732
C0005,2137-05,M,5.608961
C0006,2137-05,M,17.619469
C0007,2137-05,M,8.295703
C0008,2137-05,M,19.563186
C0009,2137-05,M,6.417428
C0010,2137-05,M,16.671824
C0001,2137-06,M,8.566515
C0002,2137-06,M,15.280292
C0003,2137-06,M,7.164226
C0004,2137-06,M,14.302765
C0005,2137-06,M,5.708062
C0006,2137-06,M,17.386665
C0007,2137-06,M,8.811107
C0008,2137-06,M,19.171680
C0009,2137-06,M,6.615233
C0010,2137-06,M,17.076043
C0001,2137-07,M,8.083397
C0002,2137-07,M,15.535714
C0003,2137-07,M,7.094990
C0004,2137-07,M,14.476810
C0005,2137-07,M,5.381976
C0006,2137-07,M,17.675562
C0007,2137-07,M,9.283842
C0008,2137-07,M,19.118633
C0009,2137-07,M,6.519751
C0010,2137-07,M,17.093718
C0001,2137-08,M,8.569791
C0002,2137-08,M,15.124649
C0003,2137-08,M,7.469824
C0004,2137-08,M,13.967440
C0005,2137-08,M,5.212217
C0006,2137-08,M,18.184220
C0007,2137-08,M,9.690932
C0008,2137-08,M,19.747534
C0009,2137-08,M,6.685259
C0010,2137-08,M,17.244686
C0001,2137-09,M,8.540636
C0002,2137-09,M,14.709497
C0003,2137-09,M,7.353701
C0004,2137-09,M,14.186194
C0005,2137-09,M,5.192777
C0006,2137-09,M,18.206991
C0007,2137-09,M,9.438406
C0008,2137-09,M,19.431346
C0009,2137-09,M,7.076635
C0010,2137-09,M,17.825296
C0001,2137-10,M,8.293363
C0002,2137-10,M,14.728440
C0003,2137-10,M,7.047658
C0004,2137-10,M,14.523411
C0005,2137-10,M,5.789834
C0006,2137-10,M,18.300018
C0007,2137-10,M,9.259832
C0008,2137-10,M,19.646309
C0009,2137-10,M,7.687194
C0010,2137-10,M,17.703372
C0001,2137-11,M,8.597842
C0002,2137-11,M,14.843084
C0003,2137-11,M,6.955154
C0004,2137-11,M,14.488776
C0005,2137-11,M,5.886234
C0006,2137-11,M,18.216387
C0007,2137-11,M,8.904472
C0008,2137-11,M,19.620814
C0009,2137-11,M,7.189519
C0010,2137-11,M,17.363771
C0001,2137-12,M,8.435731
C0002,2137-12,M,15.112680
C0003,2137-12,M,6.666292
C0004,2137-12,M,15.142039
C0005,2137-12,M,5.332202
C0006,2137-12,M,17.873882
C0007,2137-12,M,8.429340
C0008,2137-12,M,19.863710
C0009,2137-12,M,6.228177
C0010,2137-12,M,17.516473
C0001,2138-01,M,8.285119
C0002,2138-01,M,15.672071
C0003,2138-01,M,6.752388
C0004,2138-01,M,15.085170
C0005,2138-01,M,5.575061
C0006,2138-01,M,17.591897
C0007,2138-01,M,8.381884
C0008,2138-01,M,19.562371
C0009,2138-01,M,5.734056
C0010,2138-01,M,18.067970
C0001,2138-02,M,8.377397
C0002,2138-02,M,15.874830
C0003,2138-02,M,6.834292
C0004,2138-02,M,15.215217
C0005,2138-02,M,5.684268
C0006,2138-02,M,17.457320
C0007,2138-02,M,8.166149
C0008,2138-02,M,19.473645
C0009,2138-02,M,5.586208
C0010,2138-02,M,17.767747
C0001,2138-03,M,8.503019
C0002,2138-03,M,15.533244
C0003,2138-03,M,6.593082
C0004,2138-03,M,14.959838
C0005,2138-03,M,5.461735
C0006,2138-03,M,17.509532
C0007,2138-03,M,7.911045
C0008,2138-03,M,19.697222
C0009,2138-03,M,5.390239
C0010,2138-03,M,17.805397
C0001,2138-04,M,8.505806
C0002,2138-04,M,15.430403
C0003,2138-04,M,6.676474
C0004,2138-04,M,14.798201
C0005,2138-04,M,5.258632
C0006,2138-04,M,17.675020
C0007,2138-04,M,8.497400
C0008,2138-04,M,19.602910
C0009,2138-04,M,5.241606
C0010,2138-04,M,18.182849
C0001,2138-05,M,8.119316
C0002,2138-05,M,15.923111
C0003,2138-05,M,6.755571
C0004,2138-05,M,15.238945
C0005,2138-05,M,5.364412
C0006,2138-05,M,17.427464
C0007,2138-05,M,8.342001
C0008,2138-05,M,19.449335
C0009,2138-05,M,5.514648
C0010,2138-05,M,18.099185
C0001,2138-06,M,8.161001
C0002,2138-06,M,15.823855
C0003,2138-06,M,7.149743
C0004,2138-06,M,15.454322
C0005,2138-06,M,5.586433
C0006,2138-06,M,17.344879
C0007,2138-06,M,8.275058
C0008,2138-06,M,19.134895
C0009,2138-06,M,5.113962
C0010,2138-06,M,18.422534
C0001,2138-07,M,8.323480
C0002,2138-07,M,15.826830
C0003,2138-07,M,7.562880
C0004,2138-07,M,15.831816
C0005,2138-07,M,5.360661
C0006,2138-07,M,17.031616
C0007,2138-07,M,8.064198
C0008,2138-07,M,19.468806
C0009,2138-07,M,5.115568
C0010,2138-07,M,18.708787
C0001,2138-08,M,8.648826
C0002,2138-08,M,16.046100
C0003,2138-08,M,7.658325
C0004,2138-08,M,16.341925
C0005,2138-08,M,5.257212
C0006,2138-08,M,17.240828
C0007,2138-08,M,7.629456
C0008,2138-08,M,19.399953
C0009,2138-08,M,5.487023
C0010,2138-08,M,18.749141
C0001,2138-09,M,8.893227
C0002,2138-09,M,15.947968
C0003,2138-09,M,7.530343
C0004,2138-09,M,16.359021
C0005,2138-09,M,5.510976
C0006,2138-09,M,17.168020
C0007,2138-09,M,7.772238
C0008,2138-09,M,19.329953
C0009,2138-09,M,5.381893
C0010,2138-09,M,19.267353
C0001,2138-10,M,8.950408
C0002,2138-10,M,15.787030
C0003,2138-10,M,7.319800
C0004,2138-10,M,16.212424
C0005,2138-10,M,5.773015
C0006,2138-10,M,17.863196
C0007,2138-10,M,7.750245
C0008,2138-10,M,19.773427
C0009,2138-10,M,5.051543
C0010,2138-10,M,19.277348
C0001,2138-11,M,8.967655
C0002,2138-11,M,15.868699
C0003,2138-11,M,7.259649
C0004,2138-11,M,16.290586
C0005,2138-11,M,5.616912
C0006,2138-11,M,17.759181
C0007,2138-11,M,8.045407
C0008,2138-11,M,19.472984
C0009,2138-11,M,4.908169
C0010,2138-11,M,19.490072
C0001,2138-12,M,9.235811
C0002,2138-12,M,15.938422
C0003,2138-12,M,7.232270
C0004,2138-12,M,16.526223
C0005,2138-12,M,5.612939
C0006,2138-12,M,18.012404
C0007,2138-12,M,7.560509
C0008,2138-12,M,19.178542
C0009,2138-12,M,5.583402
C0010,2138-12,M,19.121715
C0001,2139-01,M,9.220209
C0002,2139-01,M,15.663101
C0003,2139-01,M,7.154821
C0004,2139-01,M,16.601984
C0005,2139-01,M,5.671768
C0006,2139-01,M,18.280310
C0007,2139-01,M,7.465399
C0008,2139-01,M,18.741341
C0009,2139-01,M,5.620953
C0010,2139-01,M,19.471374
C0001,2139-02,M,8.950131
C0002,2139-02,M,15.596042
C0003,2139-02,M,7.858486
C0004,2139-02,M,16.614668
C0005,2139-02,M,5.678606
C0006,2139-02,M,18.208692
C0007,2139-02,M,7.321790
C0008,2139-02,M,18.942850
C0009,2139-02,M,5.959086
C0010,2139-02,M,19.520135
C0001,2139-03,M,8.875354
C0002,2139-03,M,15.633161
C0003,2139-03,M,7.823751
C0004,2139-03,M,16.178804
C0005,2139-03,M,5.284356
C0006,2139-03,M,18.201232
C0007,2139-03,M,7.075451
C0008,2139-03,M,18.641462
C0009,2139-03,M,6.044453
C0010,2139-03,M,19.872800
C0001,2139-04,M,8.451829
C0002,2139-04,M,15.461487
C0003,2139-04,M,7.885113
C0004,2139-04,M,16.398819
C0005,2139-04,M,5.339821
C0006,2139-04,M,18.270952
C0007,2139-04,M,7.091303
C0008,2139-04,M,18.193427
C0009,2139-04,M,5.933274
C0010,2139-04,M,19.465996
C0001,2139-05,M,8.380235
C0002,2139-05,M,15.504908
C0003,2139-05,M,8.131377
C0004,2139-05,M,16.165933
C0005,2139-05,M,5.505647
C0006,2139-05,M,18.599142
C0007,2139-05,M,6.834265
C0008,2139-05,M,18.639909
C0009,2139-05,M,5.438052
C0010,2139-05,M,19.638510
C0001,2139-06,M,8.063968
C0002,2139-06,M,15.812653
C0003,2139-06,M,7.970283
C0004,2139-06,M,16.059296
C0005,2139-06,M,5.112564
C0006,2139-06,M,17.876765
C0007,2139-06,M,6.574302
C0008,2139-06,M,18.664521
C0009,2139-06,M,5.644290
C0010,2139-06,M,20.132658
C0001,2139-07,M,7.619418
C0002,2139-07,M,15.755244
C0003,2139-07,M,7.426823
C0004,2139-07,M,15.957868
C0005,2139-07,M,5.038436
C0006,2139-07,M,17.506717
C0007,2139-07,M,6.261977
C0008,2139-07,M,18.526735
C0009,2139-07,M,5.282849
C0010,2139-07,M,19.707431
C0001,2139-08,M,7.919649
C0002,2139-08,M,15.577615
C0003,2139-08,M,7.050029
C0004,2139-08,M,16.076747
C0005,2139-08,M,5.528624
C0006,2139-08,M,17.953679
C0007,2139-08,M,6.244458
C0008,2139-08,M,18.409292
C0009,2139-08,M,5.568131
C0010,2139-08,M,19.821956
C0001,2139-09,M,8.214444
C0002,2139-09,M,15.468700
C0003,2139-09,M,7.171854
C0004,2139-09,M,15.888714
C0005,2139-09,M,5.703914
C0006,2139-09,M,17.645122
C0007,2139-09,M,5.933160
C0008,2139-09,M,18.620183
C0009,2139-09,M,5.756555
C0010,2139-09,M,19.632676
C0001,2139-10,M,8.223198
C0002,2139-10,M,15.309893
C0003,2139-10,M,7.031701
C0004,2139-10,M,16.011091
C0005,2139-10,M,5.721211
C0006,2139-10,M,17.718020
C0007,2139-10,M,5.505312
C0008,2139-10,M,18.574389
C0009,2139-10,M,5.864332
C0010,2139-10,M,19.846810
C0001,2139-11,M,8.422141
C0002,2139-11,M,15.092593
C0003,2139-11,M,6.899853
C0004,2139-11,M,16.024939
C0005,2139-11,M,5.771920
C0006,2139-11,M,17.981726
C0007,2139-11,M,5.200975
C0008,2139-11,M,17.934602
C0009,2139-11,M,5.929305
C0010,2139-11,M,20.038935
C0001,2139-12,M,8.390637
C0002,2139-12,M,15.268083
C0003,2139-12,M,6.566838
C0004,2139-12,M,15.584639
C0005,2139-12,M,5.926894
C0006,2139-12,M,17.813313
C0007,2139-12,M,5.200425
C0008,2139-12,M,16.995155
C0009,2139-12,M,5.776591
C0010,2139-12,M,19.642687
C0001,2140-01,M,8.623708
C0002,2140-01,M,15.170387
C0003,2140-01,M,6.647261
C0004,2140-01,M,15.478552
C0005,2140-01,M,5.386144
C0006,2140-01,M,17.859935
C0007,2140-01,M,4.947268
C0008,2140-01,M,17.138882
C0009,2140-01,M,5.474183
C0010,2140-01,M,19.319761
C0001,2140-02,M,8.295257
C0002,2140-02,M,15.080282
C0003,2140-02,M,6.546537
C0004,2140-02,M,15.743069
C0005,2140-02,M,5.047079
C0006,2140-02,M,18.276068
C0007,2140-02,M,5.080611
C0008,2140-02,M,17.405371
C0009,2140-02,M,5.689718
C0010,2140-02,M,19.650453
C0001,2140-03,M,8.155163
C0002,2140-03,M,14.647087
C0003,2140-03,M,6.108676
C0004,2140-03,M,15.526028
C0005,2140-03,M,4.971669
C0006,2140-03,M,18.487050
C0007,2140-03,M,5.297725
C0008,2140-03,M,17.571440
C0009,2140-03,M,5.441980
C0010,2140-03,M,19.697533
C0001,2140-04,M,8.346153
C0002,2140-04,M,14.425881
C0003,2140-04,M,6.329221
C0004,2140-04,M,15.869716
C0005,2140-04,M,4.692968
C0006,2140-04,M,18.188622
C0007,2140-04,M,5.246766
C0008,2140-04,M,17.629224
C0009,2140-04,M,4.980822
C0010,2140-04,M,19.439210
C0001,2140-05,M,8.337545
C0002,2140-05,M,14.571691
C0003,2140-05,M,6.731995
C0004,2140-05,M,15.897815
C0005,2140-05,M,5.063630
C0006,2140-05,M,18.000652
C0007,2140-05,M,5.375636
C0008,2140-05,M,18.013899
C0009,2140-05,M,4.862332
C0010,2140-05,M,19.266988
C0001,2140-06,M,8.350922
C0002,2140-06,M,14.552767
C0003,2140-06,M,6.902255
C0004,2140-06,M,15.732335
C0005,2140-06,M,5.008883
C0006,2140-06,M,17.809296
C0007,2140-06,M,4.831763
C0008,2140-06,M,17.953896
C0009,2140-06,M,4.845783
C0010,2140-06,M,19.187468
C0001,2140-07,M,8.843519
C0002,2140-07,M,14.968587
C0003,2140-07,M,7.017145
C0004,2140-07,M,15.720017
C0005,2140-07,M,5.228861
C0006,2140-07,M,17.741511
C0007,2140-07,M,4.955218
C0008,2140-07,M,17.569481
C0009,2140-07,M,4.683244
C0010,2140-07,M,19.519210
C0001,2140-08,M,8.571777
C0002,2140-08,M,14.410374
C0003,2140-08,M,6.834287
C0004,2140-08,M,15.788591
C0005,2140-08,M,5.532329
C0006,2140-08,M,17.595517
C0007,2140-08,M,4.834712
C0008,2140-08,M,17.375700
C0009,2140-08,M,4.902663
C0010,2140-08,M,19.781132
C0001,2140-09,M,8.893480
C0002,2140-09,M,14.394394
C0003,2140-09,M,6.546149
C0004,2140-09,M,15.708847
C0005,2140-09,M,5.511570
C0006,2140-09,M,17.528425
C0007,2140-09,M,5.054572
C0008,2140-09,M,17.772086
C0009,2140-09,M,5.021473
C0010,2140-09,M,19.307047
C0001,2140-10,M,9.004599
C0002,2140-10,M,14.774521
C0003,2140-10,M,6.266785
C0004,2140-10,M,15.564605
C0005,2140-10,M,5.697818
C0006,2140-10,M,18.062814
C0007,2140-10,M,5.067344
C0008,2140-10,M,18.257004
C0009,2140-10,M,4.952663
C0010,2140-10,M,19.634400
C0001,2140-11,M,8.997442
C0002,2140-11,M,14.350382
C0003,2140-11,M,6.032621
C0004,2140-11,M,15.603236
C0005,2140-11,M,5.844499
C0006,2140-11,M,17.602844
C0007,2140-11,M,5.462346
C0008,2140-11,M,17.787082
C0009,2140-11,M,4.416812
C0010,2140-11,M,19.147010
C0001,2140-12,M,8.716323
C0002,2140-12,M,15.002575
C0003,2140-12,M,6.433982
C0004,2140-12,M,15.532437
C0005,2140-12,M,6.294834
C0006,2140-12,M,17.430939
C0007,2140-12,M,5.612024
C0008,2140-12,M,17.995950
C0009,2140-12,M,3.971854
C0010,2140-12,M,19.272555
C0001,2141-01,M,8.774242
C0002,2141-01,M,15.394173
C0003,2141-01,M,6.220114
C0004,2141-01,M,15.467736
C0005,2141-01,M,6.212032
C0006,2141-01,M,17.040412
C0007,2141-01,M,6.158650
C0008,2141-01,M,17.955167
C0009,2141-01,M,4.584292
C0010,2141-01,M,19.041332
C0001,2141-02,M,8.798456
C0002,2141-02,M,15.069659
C0003,2141-02,M,6.313161
C0004,2141-02,M,15.406737
C0005,2141-02,M,6.403163
C0006,2141-02,M,17.284237
C0007,2141-02,M,6.194918
C0008,2141-02,M,17.805052
C0009,2141-02,M,4.486347
C0010,2141-02,M,18.992799
C0001,2141-03,M,9.052850
C0002,2141-03,M,15.443919
C0003,2141-03,M,6.483679
C0004,2141-03,M,15.071283
C0005,2141-03,M,6.067615
C0006,2141-03,M,17.375894
C0007,2141-03,M,6.496151
C0008,2141-03,M,17.892738
C0009,2141-03,M,4.616897
C0010,2141-03,M,19.185117
C0001,2141-04,M,9.012552
C0002,2141-04,M,15.704246
C0003,2141-04,M,6.319665
C0004,2141-04,M,14.839346
C0005,2141-04,M,5.909973
C0006,2141-04,M,17.123903
C0007,2141-04,M,6.751592
C0008,2141-04,M,18.045462
C0009,2141-04,M,4.072848
C0010,2141-04,M,18.881382
C0001,2141-05,M,8.850051
C0002,2141-05,M,15.291685
C0003,2141-05,M,6.454332
C0004,2141-05,M,15.142820
C0005,2141-05,M,5.761484
C0006,2141-05,M,17.577257
C0007,2141-05,M,6.536859
C0008,2141-05,M,19.021425
C0009,2141-05,M,4.275584
C0010,2141-05,M,18.975144
C0001,2141-06,M,8.810808
C0002,2141-06,M,15.514043
C0003,2141-06,M,6.061729
C0004,2141-06,M,15.307654
C0005,2141-06,M,6.420801
C0006,2141-06,M,17.946533
C0007,2141-06,M,6.120885
C0008,2141-06,M,18.882942
C0009,2141-06,M,3.986880
C0010,2141-06,M,19.003549
C0001,2141-07,M,8.909813
C0002,2141-07,M,15.583020
C0003,2141-07,M,6.095782
C0004,2141-07,M,15.063254
C0005,2141-07,M,6.318628
C0006,2141-07,M,17.322389
C0007,2141-07,M,6.352585
C0008,2141-07,M,18.968097
C0009,2141-07,M,3.501033
C0010,2141-07,M,19.105607
C0001,2141-08,M,9.150474
C0002,2141-08,M,16.070937
C0003,2141-08,M,5.906730
C0004,2141-08,M,14.815341
C0005,2141-08,M,6.316437
C0006,2141-08,M,17.136927
C0007,2141-08,M,6.384674
C0008,2141-08,M,18.870085
C0009,2141-08,M,3.664588
C0010,2141-08,M,19.288060
C0001,2141-09,M,8.765805
C0002,2141-09,M,16.134507
C0003,2141-09,M,5.973397
C0004,2141-09,M,15.115880
C0005,2141-09,M,6.119781
C0006,2141-09,M,17.551696
C0007,2141-09,M,6.111148
C0008,2141-09,M,19.262786
C0009,2141-09,M,3.160612
C0010,2141-09,M,19.582933
C0001,2141-10,M,8.553659
C0002,2141-10,M,15.469987
C0003,2141-10,M,6.057185
C0004,2141-10,M,14.808520
C0005,2141-10,M,6.296472
C0006,2141-10,M,17.386155
C0007,2141-10,M,5.511512
C0008,2141-10,M,19.640515
C0009,2141-10,M,3.698380
C0010,2141-10,M,19.351450
C0001,2141-11,M,8.971104
C0002,2141-11,M,15.317792
C0003,2141-11,M,6.195114
C0004,2141-11,M,14.423103
C0005,2141-11,M,6.680699
C0006,2141-11,M,17.734062
C0007,2141-11,M,5.395692
C0008,2141-11,M,19.463998
C0009,2141-11,M,3.933759
C0010,2141-11,M,18.810825
C0001,2141-12,M,8.620352
C0002,2141-12,M,15.322751
C0003,2141-12,M,6.728366
C0004,2141-12,M,14.523822
C0005,2141-12,M,6.743962
C0006,2141-12,M,17.333555
C0007,2141-12,M,6.002034
C0008,2141-12,M,19.504193
C0009,2141-12,M,3.800520
C0010,2141-12,M,19.290749
C0001,2142-01,M,8.385058
C0002,2142-01,M,15.365948
C0003,2142-01,M,6.573112
C0004,2142-01,M,14.072135
C0005,2142-01,M,6.702772
C0006,2142-01,M,17.487018
C0007,2142-01,M,5.378974
C0008,2142-01,M,19.970873
C0009,2142-01,M,3.527982
C0010,2142-01,M,19.369329
C0001,2142-02,M,8.552251
C0002,2142-02,M,15.076124
C0003,2142-02,M,6.769457
C0004,2142-02,M,14.856890
C0005,2142-02,M,6.531141
C0006,2142-02,M,17.583095
C0007,2142-02,M,5.474306
C0008,2142-02,M,19.818332
C0009,2142-02,M,4.023546
C0010,2142-02,M,19.495209
C0001,2142-03,M,8.957746
C0002,2142-03,M,15.155956
C0003,2142-03,M,7.008223
C0004,2142-03,M,14.322993
C0005,2142-03,M,6.139719
C0006,2142-03,M,17.142654
C0007,2142-03,M,5.363854
C0008,2142-03,M,19.603171
C0009,2142-03,M,3.360035
C0010,2142-03,M,19.390800
C0001,2142-04,M,9.213637
C0002,2142-04,M,14.976813
C0003,2142-04,M,6.996474
C0004,2142-04,M,14.260387
C0005,2142-04,M,6.697603
C0006,2142-04,M,17.049825
C0007,2142-04,M,4.992108
C0008,2142-04,M,19.690249
C0009,2142-04,M,3.173632
C0010,2142-04,M,19.064140
C0001,2142-05,M,9.123936
C0002,2142-05,M,15.175800
C0003,2142-05,M,6.426451
C0004,2142-05,M,14.408756
C0005,2142-05,M,6.836410
C0006,2142-05,M,17.114517
C0007,2142-05,M,5.673021
C0008,2142-05,M,19.680638
C0009,2142-05,M,3.243599
C0010,2142-05,M,18.920918
C0001,2142-06,M,9.155090
C0002,2142-06,M,15.141216
C0003,2142-06,M,6.047469
C0004,2142-06,M,14.567319
C0005,2142-06,M,6.777598
C0006,2142-06,M,16.785297
C0007,2142-06,M,5.731278
C0008,2142-06,M,19.169823
C0009,2142-06,M,3.468608
C0010,2142-06,M,18.861680
C0001,2142-07,M,9.485917
C0002,2142-07,M,14.917645
C0003,2142-07,M,6.146768
C0004,2142-07,M,14.393136
C0005,2142-07,M,6.568397
C0006,2142-07,M,16.560285
C0007,2142-07,M,5.690761
C0008,2142-07,M,19.359698
C0009,2142-07,M,3.609017
C0010,2142-07,M,19.226326
C0001,2142-08,M,9.331057
C0002,2142-08,M,14.861813
C0003,2142-08,M,6.278959
C0004,2142-08,M,14.168162
C0005,2142-08,M,6.106077
C0006,2142-08,M,16.722870
C0007,2142-08,M,6.019912
C0008,2142-08,M,19.208494
C0009,2142-08,M,3.570616
C0010,2142-08,M,19.781103
C0001,2142-09,M,9.561967
C0002,2142-09,M,15.177829
C0003,2142-09,M,6.223036
C0004,2142-09,M,13.896465
C0005,2142-09,M,5.659145
C0006,2142-09,M,16.707244
C0007,2142-09,M,6.545829
C0008,2142-09,M,19.769116
C0009,2142-09,M,3.046017
C0010,2142-09,M,20.114478
C0001,2142-10,M,9.212869
C0002,2142-10,M,15.268054
C0003,2142-10,M,5.805952
C0004,2142-10,M,13.716159
C0005,2142-10,M,5.621412
C0006,2142-10,M,16.874872
C0007,2142-10,M,6.883862
C0008,2142-10,M,19.812919
C0009,2142-10,M,3.291924
C0010,2142-10,M,20.173375
C0001,2142-11,M,8.858184
C0002,2142-11,M,15.849383
C0003,2142-11,M,6.085520
C0004,2142-11,M,13.889828
C0005,2142-11,M,5.789276
C0006,2142-11,M,17.010320
C0007,2142-11,M,6.633923
C0008,2142-11,M,19.962635
C0009,2142-11,M,2.777380
C0010,2142-11,M,19.931676
C0001,2142-12,M,8.922907
C0002,2142-12,M,15.841932
C0003,2142-12,M,6.315169
C0004,2142-12,M,13.327475
C0005,2142-12,M,5.585618
C0006,2142-12,M,17.223679
C0007,2142-12,M,6.539289
C0008,2142-12,M,19.936249
C0009,2142-12,M,2.846154
C0010,2142-12,M,19.685314
C0001,2143-01,M,8.319146
C0002,2143-01,M,15.997436
C0003,2143-01,M,6.127751
C0004,2143-01,M,13.225561
C0005,2143-01,M,5.511591
C0006,2143-01,M,17.498793
C0007,2143-01,M,6.292939
C0008,2143-01,M,19.567542
C0009,2143-01,M,2.867884
C0010,2143-01,M,19.940956
C0001,2143-02,M,8.355880
C0002,2143-02,M,16.318532
C0003,2143-02,M,5.661975
C0004,2143-02,M,13.133921
C0005,2143-02,M,5.462461
C0006,2143-02,M,16.811200
C0007,2143-02,M,6.586549
C0008,2143-02,M,19.999303
C0009,2143-02,M,2.393719
C0010,2143-02,M,19.528158
C0001,2143-03,M,8.628359
C0002,2143-03,M,16.954259
C0003,2143-03,M,5.705645
C0004,2143-03,M,12.999884
C0005,2143-03,M,5.771719
C0006,2143-03,M,16.924796
C0007,2143-03,M,6.635941
C0008,2143-03,M,19.818103
C0009,2143-03,M,2.679542
C0010,2143-03,M,19.343018
C0001,2143-04,M,8.298391
C0002,2143-04,M,17.170591
C0003,2143-04,M,5.553236
C0004,2143-04,M,13.025957
C0005,2143-04,M,5.309153
C0006,2143-04,M,16.781853
C0007,2143-04,M,6.295725
C0008,2143-04,M,19.851576
C0009,2143-04,M,2.507582
C0010,2143-04,M,18.975825
C0001,2143-05,M,8.347306
C0002,2143-05,M,17.114714
C0003,2143-05,M,5.591651
C0004,2143-05,M,13.301439
C0005,2143-05,M,5.240825
C0006,2143-05,M,16.799009
C0007,2143-05,M,6.153743
C0008,2143-05,M,19.837377
C0009,2143-05,M,2.414993
C0010,2143-05,M,18.712580
C0001,2143-06,M,8.315866
C0002,2143-06,M,16.995452
C0003,2143-06,M,5.556691
C0004,2143-06,M,13.250459
C0005,2143-06,M,5.096092
C0006,2143-06,M,16.955397
C0007,2143-06,M,6.468238
C0008,2143-06,M,19.185899
C0009,2143-06,M,2.619679
C0010,2143-06,M,18.732990
C0001,2143-07,M,8.344427
C0002,2143-07,M,16.973247
C0003,2143-07,M,5.522089
C0004,2143-07,M,12.893137
C0005,2143-07,M,4.565449
C0006,2143-07,M,16.646079
C0007,2143-07,M,6.049084
C0008,2143-07,M,19.661715
C0009,2143-07,M,2.823277
C0010,2143-07,M,18.662786
C0001,2143-08,M,8.525349
C0002,2143-08,M,16.691728
C0003,2143-08,M,5.576249
C0004,2143-08,M,12.422694
C0005,2143-08,M,4.352094
C0006,2143-08,M,16.210849
C0007,2143-08,M,6.081910
C0008,2143-08,M,18.948196
C0009,2143-08,M,3.073102
C0010,2143-08,M,18.140484
C0001,2143-09,M,8.744614
C0002,2143-09,M,17.182251
C0003,2143-09,M,5.171558
C0004,2143-09,M,12.083875
C0005,2143-09,M,4.201875
C0006,2143-09,M,16.425404
C0007,2143-09,M,6.429680
C0008,2143-09,M,18.645986
C0009,2143-09,M,2.963555
C0010,2143-09,M,17.766479
C0001,2143-10,M,8.783581
C0002,2143-10,M,17.464305
C0003,2143-10,M,4.814594
C0004,2143-10,M,12.308989
C0005,2143-10,M,3.702040
C0006,2143-10,M,16.226969
C0007,2143-10,M,6.277619
C0008,2143-10,M,18.508017
C0009,2143-10,M,2.401623
C0010,2143-10,M,17.816664
C0001,2143-11,M,8.374295
C0002,2143-11,M,17.689252
C0003,2143-11,M,4.975292
C0004,2143-11,M,12.772470
C0005,2143-11,M,4.001408
C0006,2143-11,M,16.442544
C0007,2143-11,M,6.135220
C0008,2143-11,M,18.157723
C0009,2143-11,M,2.578578
C0010,2143-11,M,17.457070
C0001,2143-12,M,8.437639
C0002,2143-12,M,16.975890
C0003,2143-12,M,4.685538
C0004,2143-12,M,12.924911
C0005,2143-12,M,3.658796
C0006,2143-12,M,16.481506
C0007,2143-12,M,5.889868
C0008,2143-12,M,17.763753
C0009,2143-12,M,2.206046
C0010,2143-12,M,17.685692
C0001,2144-01,M,8.122841
C0002,2144-01,M,16.595061
C0003,2144-01,M,4.973199
C0004,2144-01,M,12.880189
C0005,2144-01,M,3.523199
C0006,2144-01,M,15.994098
C0007,2144-01,M,5.775599
C0008,2144-01,M,17.458824
C0009,2144-01,M,2.313076
C0010,2144-01,M,18.046059
C0001,2144-02,M,8.446228
C0002,2144-02,M,16.617263
C0003,2144-02,M,5.048359
C0004,2144-02,M,12.762708
C0005,2144-02,M,3.658838
C0006,2144-02,M,15.606099
C0007,2144-02,M,5.804860
C0008,2144-02,M,17.153935
C0009,2144-02,M,2.492420
C0010,2144-02,M,17.864833
C0001,2144-03,M,8.098947
C0002,2144-03,M,16.317849
C0003,2144-03,M,4.670930
C0004,2144-03,M,12.618097
C0005,2144-03,M,3.952183
C0006,2144-03,M,15.672470
C0007,2144-03,M,6.043543
C0008,2144-03,M,17.339784
C0009,2144-03,M,2.135632
C0010,2144-03,M,18.135156
C0001,2144-04,M,8.066665
C0002,2144-04,M,16.482664
C0003,2144-04,M,4.487936
