LOCATION,short_rate(t),short_rate(t+5y)
LVA,0.49,-0.3285
LVA,0.47,-0.3279
LVA,0.44,-0.3285
LVA,0.41,-0.3252
LVA,0.39,-0.322
LVA,0.33,-0.3207
LVA,0.29,-0.319
LVA,0.27,-0.3188
LVA,0.27,-0.3177
LVA,0.24,-0.3164
LVA,0.25,-0.3119
LVA,0.292,-0.308
LVA,0.2881,-0.3084
LVA,0.3053,-0.3092
LVA,0.3297,-0.3105
LVA,0.3246,-0.3119
LVA,0.2414,-0.3289
LVA,0.205,-0.3649
LVA,0.1916,-0.4077
LVA,0.0971,-0.4176
LVA,0.0826,-0.4129
LVA,0.0809,-0.4013
LVA,0.0809,-0.3947
LVA,0.0627,-0.3911
LVA,0.0482,-0.4088
LVA,0.0272,-0.4166
LVA,0.0047,-0.254
LVA,-0.0104,-0.272
LVA,-0.0139,-0.376
LVA,-0.0187,-0.4441
LVA,-0.0277,-0.4797
LVA,-0.037,-0.4914
LVA,-0.0536,-0.5091
LVA,-0.0876,-0.5209
LVA,-0.1263,-0.5381
LVA,-0.1461,-0.5472
EA19,6.91,3.1321
EA19,6.86,3.0934
EA19,6.75,3.0467
EA19,6.57,2.6965
EA19,6.24,2.579
EA19,6.3,2.6267
EA19,6.34,2.6765
EA19,6.43,2.695
EA19,6.38,2.7267
EA19,6.43,3.3757
EA19,6.4,3.4677
EA19,6.69,3.446
EA19,6.66,3.3431
EA19,6.59,3.5368
EA19,7.58,3.747
EA19,7.29,3.9253
EA19,7.04,4.362
EA19,7.08,4.5017
EA19,6.92,4.5829
EA19,6.66,4.7771
EA19,6.5,4.8528
EA19,6.75,5.0413
EA19,6.45,5.092
EA19,6.32,4.9392
EA19,5.81,4.7707
EA19,5.58,4.7558
EA19,5.5,4.7086
EA19,5.27,4.682
EA19,5.06,4.6367
EA19,5.08,4.4536
EA19,5.06,4.4671
EA19,5.08,4.3535
EA19,4.86,3.9829
EA19,4.69,3.5999
EA19,4.57,3.3857
EA19,4.5,3.3449
EA19,4.39,3.3388
EA19,4.43,3.3571
EA19,4.5,3.3908
EA19,4.39,3.4069
EA19,4.3,3.4671
EA19,4.29,3.464
EA19,4.3,3.41
EA19,4.36,3.3519
EA19,4.31,3.3101
EA19,4.44,3.2613
EA19,4.49,3.1241
EA19,4.37,2.941
EA19,4.26,2.8318
EA19,4.24,2.6875
EA19,4.11,2.53
EA19,4.09,2.5333
EA19,4.06,2.4005
EA19,4.02,2.1519
EA19,3.95,2.13
EA19,3.93,2.1404
EA19,3.93,2.1473
EA19,3.81,2.1436
EA19,3.69,2.159
EA19,3.37,2.1463
EA19,3.1321,2.0895
EA19,3.0934,2.0705
EA19,3.0467,2.0288
EA19,2.6965,2.0488
EA19,2.579,2.0859
EA19,2.6267,2.1127
EA19,2.6765,2.116
EA19,2.695,2.1143
EA19,2.7267,2.1186
EA19,3.3757,2.1473
EA19,3.4677,2.1703
EA19,3.446,2.1732
EA19,3.3431,2.1454
EA19,3.5368,2.1383
EA19,3.747,2.1372
EA19,3.9253,2.1372
EA19,4.362,2.1256
EA19,4.5017,2.111
EA19,4.5829,2.1194
EA19,4.7771,2.1325
EA19,4.8528,2.1391
EA19,5.0413,2.1966
EA19,5.092,2.3609
EA19,4.9392,2.4729
EA19,4.7707,2.5117
EA19,4.7558,2.6004
EA19,4.7086,2.7226
EA19,4.682,2.7938
EA19,4.6367,2.889
EA19,4.4536,2.9857
EA19,4.4671,3.1022
EA19,4.3535,3.2265
EA19,3.9829,3.3354
EA19,3.5999,3.502
EA19,3.3857,3.5972
EA19,3.3449,3.6842
EA19,3.3388,3.7519
EA19,3.3571,3.8182
EA19,3.3908,3.8909
EA19,3.4069,3.9753
EA19,3.4671,4.0714
EA19,3.464,4.1478
EA19,3.41,4.2162
EA19,3.3519,4.5436
EA19,3.3101,4.7417
EA19,3.2613,4.6874
EA19,3.1241,4.6385
EA19,2.941,4.8484
EA19,2.8318,4.4815
EA19,2.6875,4.3621
EA19,2.53,4.5964
EA19,2.5333,4.7835
EA19,2.4005,4.8574
EA19,2.1519,4.9405
EA19,2.13,4.961
EA19,2.1404,4.9652
EA19,2.1473,5.0192
EA19,2.1436,5.1131
EA19,2.159,4.2383
EA19,2.1463,3.2926
EA19,2.0895,2.4565
EA19,2.0705,1.9431
EA19,2.0288,1.6355
EA19,2.0488,1.4223
EA19,2.0859,1.2817
EA19,2.1127,1.2279
EA19,2.116,0.975
EA19,2.1143,0.8605
EA19,2.1186,0.7721
EA19,2.1473,0.7375
EA19,2.1703,0.7162
EA19,2.1732,0.712
EA19,2.1454,0.6797
EA19,2.1383,0.6617
EA19,2.1372,0.645
EA19,2.1372,0.6447
EA19,2.1256,0.6865
EA19,2.111,0.7276
EA19,2.1194,0.8488
EA19,2.1325,0.8955
EA19,2.1391,0.8805
EA19,2.1966,0.9977
EA19,2.3609,1.042
EA19,2.4729,1.0217
EA19,2.5117,1.0172
EA19,2.6004,1.0867
EA19,2.7226,1.1755
EA19,2.7938,1.3212
EA19,2.889,1.4251
EA19,2.9857,1.4886
EA19,3.1022,1.5976
EA19,3.2265,1.5521
EA19,3.3354,1.5365
EA19,3.502,1.5759
EA19,3.5972,1.4847
EA19,3.6842,1.4261
EA19,3.7519,1.2222
EA19,3.8182,1.0483
EA19,3.8909,0.8585
EA19,3.9753,0.7443
EA19,4.0714,0.6849
EA19,4.1478,0.6589
EA19,4.2162,0.497
EA19,4.5436,0.3324
EA19,4.7417,0.2463
EA19,4.6874,0.2079
EA19,4.6385,0.192
EA19,4.8484,0.1855
EA19,4.4815,0.2049
EA19,4.3621,0.2234
EA19,4.5964,0.2061
EA19,4.7835,0.2089
EA19,4.8574,0.2012
EA19,4.9405,0.2103
EA19,4.961,0.2214
EA19,4.9652,0.2259
EA19,5.0192,0.2232
EA19,5.1131,0.2258
EA19,4.2383,0.2234
EA19,3.2926,0.2735
EA19,2.4565,0.292
EA19,1.9431,0.2881
EA19,1.6355,0.3053
EA19,1.4223,0.3297
EA19,1.2817,0.3246
EA19,1.2279,0.2414
EA19,0.975,0.205
EA19,0.8605,0.1916
EA19,0.7721,0.0971
EA19,0.7375,0.0826
EA19,0.7162,0.0809
EA19,0.712,0.0809
EA19,0.6797,0.0627
EA19,0.6617,0.0482
EA19,0.645,0.0272
EA19,0.6447,0.0047
EA19,0.6865,-0.0104
EA19,0.7276,-0.0139
EA19,0.8488,-0.0187
EA19,0.8955,-0.0277
EA19,0.8805,-0.037
EA19,0.9977,-0.0536
EA19,1.042,-0.0876
EA19,1.0217,-0.1263
EA19,1.0172,-0.1461
EA19,1.0867,-0.1836
EA19,1.1755,-0.2285
EA19,1.3212,-0.2492
EA19,1.4251,-0.2572
EA19,1.4886,-0.2679
EA19,1.5976,-0.2945
EA19,1.5521,-0.2982
EA19,1.5365,-0.3016
EA19,1.5759,-0.309
EA19,1.4847,-0.3127
EA19,1.4261,-0.3158
EA19,1.2222,-0.3255
EA19,1.0483,-0.3286
EA19,0.8585,-0.3293
EA19,0.7443,-0.3304
EA19,0.6849,-0.3295
EA19,0.6589,-0.33
EA19,0.497,-0.3304
EA19,0.3324,-0.3291
EA19,0.2463,-0.3294
EA19,0.2079,-0.3295
EA19,0.192,-0.329
EA19,0.1855,-0.3279
EA19,0.2049,-0.3285
EA19,0.2234,-0.3285
EA19,0.2061,-0.3279
EA19,0.2089,-0.3285
EA19,0.2012,-0.3252
EA19,0.2103,-0.322
EA19,0.2214,-0.3207
EA19,0.2259,-0.319
EA19,0.2232,-0.3188
EA19,0.2258,-0.3177
EA19,0.2234,-0.3164
EA19,0.2735,-0.3119
EA19,0.292,-0.308
EA19,0.2881,-0.3084
EA19,0.3053,-0.3092
EA19,0.3297,-0.3105
EA19,0.3246,-0.3119
EA19,0.2414,-0.3289
EA19,0.205,-0.3649
EA19,0.1916,-0.4077
EA19,0.0971,-0.4176
EA19,0.0826,-0.4129
EA19,0.0809,-0.4013
EA19,0.0809,-0.3947
EA19,0.0627,-0.3911
EA19,0.0482,-0.4088
EA19,0.0272,-0.4166
EA19,0.0047,-0.254
EA19,-0.0104,-0.272
EA19,-0.0139,-0.376
EA19,-0.0187,-0.4441
EA19,-0.0277,-0.4797
EA19,-0.037,-0.4914
EA19,-0.0536,-0.5091
EA19,-0.0876,-0.5209
EA19,-0.1263,-0.5381
EA19,-0.1461,-0.5472
EA19,-0.1836,-0.5417
LTU,8.328182,2.561429
LTU,7.053684,2.606316
LTU,6.590455,2.748182
LTU,6.535,2.835
LTU,6.315217,2.898095
LTU,6.221428,3.001905
LTU,6.129524,3.132
LTU,5.454091,3.272273
LTU,4.656,3.382857
LTU,4.204782,3.527273
LTU,4.432381,3.611428
LTU,5.304211,3.724737
LTU,4.835454,3.793636
LTU,4.548,3.873684
LTU,4.2905,4.045238
LTU,3.499524,4.413333
LTU,3.355909,4.892727
LTU,3.531,4.9105
LTU,3.478696,4.97381
LTU,3.498095,5.248636
LTU,3.487143,5.591
LTU,3.53,5.926522
LTU,3.493,6.502381
LTU,3.4135,7.067369
LTU,3.322727,5.689091
LTU,3.527,4.9005
LTU,3.4485,4.820556
LTU,2.888572,5.051363
LTU,2.770952,5.171
LTU,2.762381,5.454
LTU,2.583913,5.768182
LTU,2.4505,5.748
LTU,2.585454,5.800455
LTU,2.571739,7.002609
LTU,2.4965,7.858421
LTU,2.678095,9.204286
LTU,2.659524,8.6695
LTU,2.661053,7.1865
LTU,2.670455,7.106191
LTU,2.685238,6.937143
LTU,2.703333,6.808
LTU,2.684762,8.137619
LTU,2.692381,8.405
LTU,2.711818,7.980476
LTU,2.677273,7.065
LTU,2.694762,6.585454
LTU,2.69619,5.394762
LTU,2.645217,4.54
LTU,2.620952,3.068
LTU,2.585789,2.24
LTU,2.487143,1.874091
LTU,2.438095,1.569048
LTU,2.421364,1.466667
LTU,2.364762,1.635238
LTU,2.322,1.698095
LTU,2.325454,1.696818
LTU,2.320455,1.646818
LTU,2.307143,1.607619
LTU,2.41619,1.593809
LTU,2.5305,1.557273
LTU,2.561429,1.357619
