LOCATION,short_rate(t),short_rate(t+5y)
HUN,6.74375,0.889
HUN,7.1167,0.7529
HUN,6.1938,0.7976
HUN,6.1786,0.86
HUN,7.25,0.673
HUN,6.5,0.6565
HUN,8.5434,0.2265
HUN,8.8346,0.3004
HUN,8.19,0.2476
HUN,8.2237,0.2168
HUN,8,0.5305
HUN,7.7727,0.2133
HUN,6.8419,0.0456
HUN,5.7957,0.0391
HUN,4.5674,0.073
HUN,4.7113,0.0838
HUN,4.48,0.1954
HUN,4.3558,0.2526
HUN,3.9235,0.1327
HUN,3.6006,0.1366
HUN,3.3335,0.1193
HUN,2.9968,0.1281
HUN,2.9924,0.1313
HUN,2.9893,0.1836
HUN,3.245,0.1297
HUN,2.9353,0.1374
HUN,2.5497,0.1636
HUN,2.86,0.2505
HUN,2.2943,0.2571
HUN,2.061,0.2698
HUN,1.9832,0.1923
HUN,1.9084,0.1995
HUN,2.04,0.172
HUN,2.0641,0.1535
HUN,1.9788,0.1792
HUN,1.8506,0.4435
HUN,1.8224,0.4876
HUN,1.644,1.0886
HUN,1.4201,0.9251
HUN,1.575,0.8917
HUN,1.2598,0.6929
HUN,1.1442,0.6047
HUN,1.2856,0.8443
HUN,1.3185,0.7505
HUN,1.2489,0.7426
HUN,1.3476,0.7764
HUN,1.1855,0.7488
HUN,1.3377,0.8216
FIN,9.21,10.64
FIN,9.22,9.19
FIN,9.72,8.9
FIN,9.47,8.73
FIN,9.47,8.25
FIN,9.06,7.62
FIN,9.47,7.27
FIN,10,6.65
FIN,10.48,6.68
FIN,10.68,6.87
FIN,11.26,6.58
FIN,11.55,5.9
FIN,11.19,5.19
FIN,10.78,4.82
FIN,11.09,4.8
FIN,12.11,5.13
FIN,11.75,5.14
FIN,11.78,5.61
FIN,11.79,5.46
FIN,12.06,5.96
FIN,13.09,5.57
FIN,14.19,5.39
FIN,14.77,5.43
FIN,16.08,5.7
FIN,16.05,5.85
FIN,15.38,6.06
FIN,13.94,5.97
FIN,12.77,5.87
FIN,12.52,6.02
FIN,12.45,6.13
FIN,12.51,6.08
FIN,13.09,5.95
FIN,14.41,5.61
FIN,14.53,4.93
FIN,14.3,4.54
FIN,14.21,4.2
FIN,14.02,4.28
FIN,14.72,4.01
FIN,13.97,3.82
FIN,11.98,3.76
FIN,11.25,3.72
FIN,10.69,3.63
FIN,11.09,3.54
FIN,13.2,3.28
FIN,14.38,3.1
FIN,14.66,3.08
FIN,12.78,3.08
FIN,12.25,3.07
FIN,11.74,3.07
FIN,12.38,3.07
FIN,14.21,3.08
FIN,13.73,3.08
FIN,13.7,3.07
FIN,13.96,3.08
FIN,15.09,3.13
FIN,16.41,3.31
FIN,13.37,3.57
FIN,11.5,3.65
FIN,10.68,3.6
FIN,10.64,3.48
FIN,9.19,3.42
FIN,8.9,3.47
FIN,8.73,3.63
FIN,8.25,3.75
FIN,7.62,3.73
FIN,7.27,3.67
FIN,6.65,3.61
FIN,6.68,3.54
FIN,6.87,3.54
FIN,6.58,3.61
FIN,5.9,3.37
FIN,5.19,3.1321
FIN,4.82,3.0934
FIN,4.8,3.0467
FIN,5.13,2.6965
FIN,5.14,2.579
FIN,5.61,2.6267
FIN,5.46,2.6765
FIN,5.96,2.695
FIN,5.57,2.7267
FIN,5.39,3.3757
FIN,5.43,3.4677
FIN,5.7,3.446
FIN,5.85,3.3431
FIN,5.99,3.5368
FIN,6.06,3.747
FIN,5.97,3.9253
FIN,5.87,4.362
FIN,6.02,4.5017
FIN,6.13,4.5829
FIN,6.08,4.7771
FIN,5.95,4.8528
FIN,5.61,5.0413
FIN,4.93,5.092
FIN,4.54,4.9392
FIN,4.2,4.7707
FIN,4.28,4.7558
FIN,4.01,4.7086
FIN,3.82,4.682
FIN,3.76,4.6367
FIN,3.72,4.4536
FIN,3.63,4.4671
FIN,3.54,4.3535
FIN,3.28,3.9829
FIN,3.1,3.5999
FIN,3.08,3.3857
FIN,3.08,3.3449
FIN,3.07,3.3388
FIN,3.07,3.3571
FIN,3.07,3.3908
FIN,3.08,3.4069
FIN,3.08,3.4671
FIN,3.07,3.464
FIN,3.08,3.41
FIN,3.13,3.3519
FIN,3.31,3.3101
FIN,3.57,3.2613
FIN,3.65,3.1241
FIN,3.6,2.941
FIN,3.48,2.8318
FIN,3.42,2.6875
FIN,3.47,2.53
FIN,3.63,2.5333
FIN,3.75,2.4005
FIN,3.73,2.1519
FIN,3.67,2.13
FIN,3.61,2.1404
FIN,3.54,2.1473
FIN,3.54,2.1436
FIN,3.61,2.159
FIN,3.37,2.1463
FIN,3.1321,2.0895
FIN,3.0934,2.0705
FIN,3.0467,2.0288
FIN,2.6965,2.0488
FIN,2.579,2.0859
FIN,2.6267,2.1127
FIN,2.6765,2.116
FIN,2.695,2.1143
FIN,2.7267,2.1186
FIN,3.3757,2.1473
FIN,3.4677,2.1703
FIN,3.446,2.1732
FIN,3.3431,2.1454
FIN,3.5368,2.1383
FIN,3.747,2.1372
FIN,3.9253,2.1372
FIN,4.362,2.1256
FIN,4.5017,2.111
FIN,4.5829,2.1194
FIN,4.7771,2.1325
FIN,4.8528,2.1391
FIN,5.0413,2.1966
FIN,5.092,2.3609
FIN,4.9392,2.4729
FIN,4.7707,2.5117
FIN,4.7558,2.6004
FIN,4.7086,2.7226
FIN,4.682,2.7938
FIN,4.6367,2.889
FIN,4.4536,2.9857
FIN,4.4671,3.1022
FIN,4.3535,3.2265
FIN,3.9829,3.3354
FIN,3.5999,3.502
FIN,3.3857,3.5972
FIN,3.3449,3.6842
FIN,3.3388,3.7519
FIN,3.3571,3.8182
FIN,3.3908,3.8909
FIN,3.4069,3.9753
FIN,3.4671,4.0714
FIN,3.464,4.1478
FIN,3.41,4.2162
FIN,3.3519,4.5436
FIN,3.3101,4.7417
FIN,3.2613,4.6874
FIN,3.1241,4.6385
FIN,2.941,4.8484
FIN,2.8318,4.4815
FIN,2.6875,4.3621
FIN,2.53,4.5964
FIN,2.5333,4.7835
FIN,2.4005,4.8574
FIN,2.1519,4.9405
FIN,2.13,4.961
FIN,2.1404,4.9652
FIN,2.1473,5.0192
FIN,2.1436,5.1131
FIN,2.159,4.2383
FIN,2.1463,3.2926
FIN,2.0895,2.4565
FIN,2.0705,1.9431
FIN,2.0288,1.6355
FIN,2.0488,1.4223
FIN,2.0859,1.2817
FIN,2.1127,1.2279
FIN,2.116,0.975
FIN,2.1143,0.8605
FIN,2.1186,0.7721
FIN,2.1473,0.7375
FIN,2.1703,0.7162
FIN,2.1732,0.712
FIN,2.1454,0.6797
FIN,2.1383,0.6617
FIN,2.1372,0.645
FIN,2.1372,0.6447
FIN,2.1256,0.6865
FIN,2.111,0.7276
FIN,2.1194,0.8488
FIN,2.1325,0.8955
FIN,2.1391,0.8805
FIN,2.1966,0.9977
FIN,2.3609,1.042
FIN,2.4729,1.0217
FIN,2.5117,1.0172
FIN,2.6004,1.0867
FIN,2.7226,1.1755
FIN,2.7938,1.3212
FIN,2.889,1.4251
FIN,2.9857,1.4886
FIN,3.1022,1.5976
FIN,3.2265,1.5521
FIN,3.3354,1.5365
FIN,3.502,1.5759
FIN,3.5972,1.4847
FIN,3.6842,1.4261
FIN,3.7519,1.2222
FIN,3.8182,1.0483
FIN,3.8909,0.8585
FIN,3.9753,0.7443
FIN,4.0714,0.6849
FIN,4.1478,0.6589
FIN,4.2162,0.497
FIN,4.5436,0.3324
FIN,4.7417,0.2463
FIN,4.6874,0.2079
FIN,4.6385,0.192
FIN,4.8484,0.1855
FIN,4.4815,0.2049
FIN,4.3621,0.2234
FIN,4.5964,0.2061
FIN,4.7835,0.2089
FIN,4.8574,0.2012
FIN,4.9405,0.2103
FIN,4.961,0.2214
FIN,4.9652,0.2259
FIN,5.0192,0.2232
FIN,5.1131,0.2258
FIN,4.2383,0.2234
FIN,3.2926,0.2735
FIN,2.4565,0.292
FIN,1.9431,0.2881
FIN,1.6355,0.3053
FIN,1.4223,0.3297
FIN,1.2817,0.3246
FIN,1.2279,0.2414
FIN,0.975,0.205
FIN,0.8605,0.1916
FIN,0.7721,0.0971
FIN,0.7375,0.0826
FIN,0.7162,0.0809
FIN,0.712,0.0809
FIN,0.6797,0.0627
FIN,0.6617,0.0482
FIN,0.645,0.0272
FIN,0.6447,0.0047
FIN,0.6865,-0.0104
FIN,0.7276,-0.0139
FIN,0.8488,-0.0187
FIN,0.8955,-0.0277
FIN,0.8805,-0.037
FIN,0.9977,-0.0536
FIN,1.042,-0.0876
FIN,1.0217,-0.1263
FIN,1.0172,-0.1461
FIN,1.0867,-0.1836
FIN,1.1755,-0.2285
FIN,1.3212,-0.2492
FIN,1.4251,-0.2572
FIN,1.4886,-0.2679
FIN,1.5976,-0.2945
FIN,1.5521,-0.2982
FIN,1.5365,-0.3016
FIN,1.5759,-0.309
FIN,1.4847,-0.3127
FIN,1.4261,-0.3158
FIN,1.2222,-0.3255
FIN,1.0483,-0.3286
FIN,0.8585,-0.3293
FIN,0.7443,-0.3304
FIN,0.6849,-0.3295
FIN,0.6589,-0.33
FIN,0.497,-0.3304
FIN,0.3324,-0.3291
FIN,0.2463,-0.3294
FIN,0.2079,-0.3295
FIN,0.192,-0.329
FIN,0.1855,-0.3279
FIN,0.2049,-0.3285
FIN,0.2234,-0.3285
FIN,0.2061,-0.3279
FIN,0.2089,-0.3285
FIN,0.2012,-0.3252
FIN,0.2103,-0.322
FIN,0.2214,-0.3207
FIN,0.2259,-0.319
FIN,0.2232,-0.3188
FIN,0.2258,-0.3177
FIN,0.2234,-0.3164
FIN,0.2735,-0.3119
FIN,0.292,-0.308
FIN,0.2881,-0.3084
FIN,0.3053,-0.3092
FIN,0.3297,-0.3105
FIN,0.3246,-0.3119
FIN,0.2414,-0.3289
FIN,0.205,-0.3649
FIN,0.1916,-0.4077
FIN,0.0971,-0.4176
FIN,0.0826,-0.4129
FIN,0.0809,-0.4013
FIN,0.0809,-0.3947
FIN,0.0627,-0.3911
FIN,0.0482,-0.4088
FIN,0.0272,-0.4166
FIN,0.0047,-0.254
FIN,-0.0104,-0.272
FIN,-0.0139,-0.376
FIN,-0.0187,-0.4441
FIN,-0.0277,-0.4797
FIN,-0.037,-0.4914
FIN,-0.0536,-0.5091
FIN,-0.0876,-0.5209
FIN,-0.1263,-0.5381
FIN,-0.1461,-0.5472
FIN,-0.1836,-0.5417
LUX,3.1321,2.0895
LUX,3.0934,2.0705
LUX,3.0467,2.0288
LUX,2.6965,2.0488
LUX,2.579,2.0859
LUX,2.6267,2.1127
LUX,2.6765,2.116
LUX,2.695,2.1143
LUX,2.7267,2.1186
LUX,3.3757,2.1473
LUX,3.4677,2.1703
LUX,3.446,2.1732
LUX,3.3431,2.1454
LUX,3.5368,2.1383
LUX,3.747,2.1372
LUX,3.9253,2.1372
LUX,4.362,2.1256
LUX,4.5017,2.111
LUX,4.5829,2.1194
LUX,4.7771,2.1325
LUX,4.8528,2.1391
LUX,5.0413,2.1966
LUX,5.092,2.3609
LUX,4.9392,2.4729
LUX,4.7707,2.5117
LUX,4.7558,2.6004
LUX,4.7086,2.7226
LUX,4.682,2.7938
LUX,4.6367,2.889
LUX,4.4536,2.9857
LUX,4.4671,3.1022
LUX,4.3535,3.2265
LUX,3.9829,3.3354
LUX,3.5999,3.502
LUX,3.3857,3.5972
LUX,3.3449,3.6842
LUX,3.3388,3.7519
LUX,3.3571,3.8182
LUX,3.3908,3.8909
LUX,3.4069,3.9753
LUX,3.4671,4.0714
LUX,2.1256,0.6865
LUX,2.111,0.7276
LUX,2.1194,0.8488
LUX,2.1325,0.8955
LUX,2.1391,0.8805
LUX,2.1966,0.9977
LUX,2.3609,1.042
LUX,2.4729,1.0217
LUX,2.5117,1.0172
LUX,2.6004,1.0867
LUX,2.7226,1.1755
LUX,2.7938,1.3212
LUX,2.889,1.4251
LUX,2.9857,1.4886
LUX,3.1022,1.5976
LUX,3.2265,1.5521
LUX,3.3354,1.5365
LUX,3.502,1.5759
LUX,3.5972,1.4847
LUX,3.6842,1.4261
LUX,3.7519,1.2222
LUX,3.8182,1.0483
LUX,3.8909,0.8585
LUX,3.9753,0.7443
LUX,4.0714,0.6849
LUX,0.6865,-0.0104
LUX,0.7276,-0.0139
LUX,0.8488,-0.0187
LUX,0.8955,-0.0277
LUX,0.8805,-0.037
LUX,0.9977,-0.0536
LUX,1.042,-0.0876
LUX,1.0217,-0.1263
LUX,1.0172,-0.1461
LUX,1.0867,-0.1836
LUX,1.1755,-0.2285
LUX,1.3212,-0.2492
LUX,1.4251,-0.2572
LUX,1.4886,-0.2679
LUX,1.5976,-0.2945
LUX,1.5521,-0.2982
LUX,1.5365,-0.3016
LUX,1.5759,-0.309
LUX,1.4847,-0.3127
LUX,1.4261,-0.3158
LUX,1.2222,-0.3255
LUX,1.0483,-0.3286
LUX,0.8585,-0.3293
LUX,0.7443,-0.3304
LUX,0.6849,-0.3295
LUX,0.6589,-0.33
LUX,0.497,-0.3304
LUX,0.3324,-0.3291
LUX,0.2463,-0.3294
LUX,0.2079,-0.3295
LUX,0.192,-0.329
LUX,0.1855,-0.3279
LUX,0.2049,-0.3285
LUX,0.2234,-0.3285
LUX,0.2061,-0.3279
LUX,0.2089,-0.3285
LUX,0.2012,-0.3252
LUX,0.2103,-0.322
LUX,0.2214,-0.3207
LUX,0.2259,-0.319
LUX,0.2232,-0.3188
LUX,0.2258,-0.3177
LUX,0.2234,-0.3164
LUX,0.2735,-0.3119
LUX,0.292,-0.308
LUX,0.2881,-0.3084
LUX,0.3053,-0.3092
LUX,0.3297,-0.3105
LUX,0.3246,-0.3119
LUX,0.2414,-0.3289
LUX,0.205,-0.3649
LUX,0.1916,-0.4077
LUX,0.0971,-0.4176
LUX,0.0826,-0.4129
LUX,0.0809,-0.4013
LUX,0.0809,-0.3947
LUX,0.0627,-0.3911
LUX,0.0482,-0.4088
LUX,0.0272,-0.4166
LUX,0.0047,-0.254
LUX,-0.0104,-0.272
LUX,-0.0139,-0.376
LUX,-0.0187,-0.4441
LUX,-0.0277,-0.4797
LUX,-0.037,-0.4914
LUX,-0.0536,-0.5091
LUX,-0.0876,-0.5209
LUX,-0.1263,-0.5381
LUX,-0.1461,-0.5472
ESP,15.495,12.297
ESP,14.339,12.185
ESP,17.112,12.14
ESP,17.91399,12.669
ESP,18.728,12.757
ESP,18.02499,14.211
ESP,15.935,14.204
ESP,15.55,13.422
ESP,15.325,11.46
ESP,15.785,10.367
ESP,16.32199,10.472
ESP,17.74199,10.509
ESP,17.64099,10.683
ESP,15.942,10.719
ESP,14.825,11.587
ESP,14.78,12.274
ESP,16.67599,11.631
ESP,17.213,12.058
ESP,16.66299,12.511
ESP,16.433,12.184
ESP,16.213,11.529
ESP,15.553,11.406
ESP,16.09,11.52
ESP,16.103,11.791
ESP,15.759,12.351
ESP,15.188,12.597
ESP,14.645,14.598
ESP,15.506,17.09
ESP,16.047,19.80299
ESP,17.726,18.28899
ESP,17.446,17.56299
ESP,15.855,16.83198
ESP,15.148,16.86499
ESP,17.10799,15.842
ESP,17.96199,14.44
ESP,16.98799,13.595
ESP,16.77699,12.73
ESP,16.98,12.012
ESP,16.627,11.055
ESP,18.25099,10.902
ESP,21.24499,11.107
ESP,21.03899,10.443
ESP,22.392,10.786
ESP,23.41099,10.747
ESP,22.34698,11.175
ESP,21.83099,12.629
ESP,20.69398,12.57
ESP,19.00099,13.648
ESP,18.41399,14.135
ESP,18.45698,14.563
ESP,17.13899,15.127
ESP,16.20999,14.78
ESP,15.41,14.765
ESP,14.414,14.896
ESP,13.651,15.53
ESP,13.749,15.307
ESP,13.109,15.064
ESP,13.075,14.959
ESP,12.93,15.331
ESP,12.216,15.979
ESP,12.297,15.604
ESP,12.185,15.498
ESP,12.14,15.434
ESP,12.669,14.992
ESP,12.757,15.046
ESP,14.211,14.996
ESP,14.204,15.01
ESP,13.422,15.018
ESP,11.46,15.157
ESP,10.367,14.967
ESP,10.472,14.978
ESP,10.509,15.119
ESP,10.683,15.148
ESP,10.719,14.703
ESP,11.587,13.787
ESP,12.274,13.463
ESP,11.631,12.936
ESP,12.058,12.494
ESP,12.511,12.821
ESP,12.184,12.717
ESP,11.529,12.394
ESP,11.406,12.618
ESP,11.52,12.72
ESP,11.791,12.92
ESP,12.351,12.878
ESP,12.597,12.749
ESP,14.598,12.574
ESP,17.09,12.546
ESP,19.80299,12.502
ESP,18.28899,12.624
ESP,17.56299,12.95
ESP,16.83198,13.483
ESP,16.86499,14.118
ESP,15.842,14.234
ESP,14.44,14.29
ESP,13.595,15.156
ESP,12.73,14.405
ESP,12.012,13.829
ESP,11.055,14.645
ESP,10.902,13.968
ESP,11.107,12.847
ESP,10.443,11.102
ESP,10.786,11.271
ESP,10.747,10.553
ESP,11.175,9.979
ESP,12.629,9.58
ESP,12.57,9.215
ESP,13.648,8.863
ESP,14.135,8.766
ESP,14.563,8.622
ESP,15.127,8.144
ESP,14.78,7.876
ESP,14.765,7.678
ESP,14.896,7.706
ESP,15.53,7.747
ESP,15.307,7.812
ESP,15.064,7.843
ESP,14.959,7.82
ESP,15.331,7.864
ESP,15.979,8.224
ESP,15.604,8.94
ESP,15.498,8.602
ESP,15.434,9.556
ESP,14.992,9.352
ESP,15.046,9.38
ESP,14.996,9.631
ESP,15.01,9.653
ESP,15.018,9.598
ESP,15.157,9.38
ESP,14.967,9.48
ESP,14.978,9.48
ESP,15.119,9.21
ESP,15.148,8.89
ESP,14.703,8.71
ESP,13.787,8.44
ESP,13.463,7.58
ESP,12.936,7.47
ESP,12.494,7.3
ESP,12.821,7.25
ESP,12.717,7.33
ESP,12.394,7.06
ESP,12.618,6.85
ESP,12.72,6.7
ESP,12.92,6.36
ESP,12.878,5.93
ESP,12.749,5.89
ESP,12.574,5.83
ESP,12.546,5.57
ESP,12.502,5.27
ESP,12.624,5.21
ESP,12.95,5.27
ESP,13.483,5.34
ESP,14.118,5.17
ESP,14.234,5.12
ESP,14.29,5.05
ESP,15.156,4.83
ESP,14.405,4.7
ESP,13.829,4.6
ESP,14.645,4.44
ESP,13.968,4.41
ESP,12.847,4.34
ESP,11.102,4.33
ESP,11.271,4.33
ESP,10.553,4.35
ESP,9.979,4.252
ESP,9.58,3.987
ESP,9.215,3.804
ESP,8.863,3.361
ESP,8.766,3.1321
ESP,8.622,3.0934
ESP,8.144,3.0467
ESP,7.876,2.6965
ESP,7.678,2.579
ESP,7.706,2.6267
ESP,7.747,2.6765
ESP,7.812,2.695
ESP,7.843,2.7267
ESP,7.82,3.3757
ESP,7.864,3.4677
ESP,8.224,3.446
ESP,8.94,3.3431
ESP,8.602,3.5368
ESP,9.556,3.747
ESP,9.352,3.9253
ESP,9.38,4.362
ESP,9.631,4.5017
ESP,9.653,4.5829
ESP,9.598,4.7771
ESP,9.38,4.8528
ESP,9.48,5.0413
ESP,9.48,5.092
ESP,9.21,4.9392
ESP,8.89,4.7707
ESP,8.71,4.7558
ESP,8.44,4.7086
ESP,7.58,4.682
ESP,7.47,4.6367
ESP,7.3,4.4536
ESP,7.25,4.4671
ESP,7.33,4.3535
ESP,7.06,3.9829
ESP,6.85,3.5999
ESP,6.7,3.3857
ESP,6.36,3.3449
ESP,5.93,3.3388
ESP,5.89,3.3571
ESP,5.83,3.3908
ESP,5.57,3.4069
ESP,5.27,3.4671
ESP,5.21,3.464
ESP,5.27,3.41
ESP,5.34,3.3519
ESP,5.17,3.3101
ESP,5.12,3.2613
ESP,5.05,3.1241
ESP,4.83,2.941
ESP,4.7,2.8318
ESP,4.6,2.6875
ESP,4.44,2.53
ESP,4.41,2.5333
ESP,4.34,2.4005
ESP,4.33,2.1519
ESP,4.33,2.13
ESP,4.35,2.1404
ESP,4.252,2.1473
ESP,3.987,2.1436
ESP,3.804,2.159
ESP,3.361,2.1463
ESP,3.1321,2.0895
ESP,3.0934,2.0705
ESP,3.0467,2.0288
ESP,2.6965,2.0488
ESP,2.579,2.0859
ESP,2.6267,2.1127
ESP,2.6765,2.116
ESP,2.695,2.1143
ESP,2.7267,2.1186
ESP,3.3757,2.1473
ESP,3.4677,2.1703
ESP,3.446,2.1732
ESP,3.3431,2.1454
ESP,3.5368,2.1383
ESP,3.747,2.1372
ESP,3.9253,2.1372
ESP,4.362,2.1256
ESP,4.5017,2.111
ESP,4.5829,2.1194
ESP,4.7771,2.1325
ESP,4.8528,2.1391
ESP,5.0413,2.1966
ESP,5.092,2.3609
ESP,4.9392,2.4729
ESP,4.7707,2.5117
ESP,4.7558,2.6004
ESP,4.7086,2.7226
ESP,4.682,2.7938
ESP,4.6367,2.889
ESP,4.4536,2.9857
ESP,4.4671,3.1022
ESP,4.3535,3.2265
ESP,3.9829,3.3354
ESP,3.5999,3.502
ESP,3.3857,3.5972
ESP,3.3449,3.6842
ESP,3.3388,3.7519
ESP,3.3571,3.8182
ESP,3.3908,3.8909
ESP,3.4069,3.9753
ESP,3.4671,4.0714
ESP,3.464,4.1478
ESP,3.41,4.2162
ESP,3.3519,4.5436
ESP,3.3101,4.7417
ESP,3.2613,4.6874
ESP,3.1241,4.6385
ESP,2.941,4.8484
ESP,2.8318,4.4815
ESP,2.6875,4.3621
ESP,2.53,4.5964
ESP,2.5333,4.7835
ESP,2.4005,4.8574
ESP,2.1519,4.9405
ESP,2.13,4.961
ESP,2.1404,4.9652
ESP,2.1473,5.0192
ESP,2.1436,5.1131
ESP,2.159,4.2383
ESP,2.1463,3.2926
ESP,2.0895,2.4565
ESP,2.0705,1.9431
ESP,2.0288,1.6355
ESP,2.0488,1.4223
ESP,2.0859,1.2817
ESP,2.1127,1.2279
ESP,2.116,0.975
ESP,2.1143,0.8605
ESP,2.1186,0.7721
ESP,2.1473,0.7375
ESP,2.1703,0.7162
ESP,2.1732,0.712
ESP,2.1454,0.6797
ESP,2.1383,0.6617
ESP,2.1372,0.645
ESP,2.1372,0.6447
ESP,2.1256,0.6865
ESP,2.111,0.7276
ESP,2.1194,0.8488
ESP,2.1325,0.8955
ESP,2.1391,0.8805
ESP,2.1966,0.9977
ESP,2.3609,1.042
ESP,2.4729,1.0217
ESP,2.5117,1.0172
ESP,2.6004,1.0867
ESP,2.7226,1.1755
ESP,2.7938,1.3212
ESP,2.889,1.4251
ESP,2.9857,1.4886
ESP,3.1022,1.5976
ESP,3.2265,1.5521
ESP,3.3354,1.5365
ESP,3.502,1.5759
ESP,3.5972,1.4847
ESP,3.6842,1.4261
ESP,3.7519,1.2222
ESP,3.8182,1.0483
ESP,3.8909,0.8585
ESP,3.9753,0.7443
ESP,4.0714,0.6849
ESP,4.1478,0.6589
ESP,4.2162,0.497
ESP,4.5436,0.3324
ESP,4.7417,0.2463
ESP,4.6874,0.2079
ESP,4.6385,0.192
ESP,4.8484,0.1855
ESP,4.4815,0.2049
ESP,4.3621,0.2234
ESP,4.5964,0.2061
ESP,4.7835,0.2089
ESP,4.8574,0.2012
ESP,4.9405,0.2103
ESP,4.961,0.2214
ESP,4.9652,0.2259
ESP,5.0192,0.2232
ESP,5.1131,0.2258
ESP,4.2383,0.2234
ESP,3.2926,0.2735
ESP,2.4565,0.292
ESP,1.9431,0.2881
ESP,1.6355,0.3053
ESP,1.4223,0.3297
ESP,1.2817,0.3246
ESP,1.2279,0.2414
ESP,0.975,0.205
ESP,0.8605,0.1916
ESP,0.7721,0.0971
ESP,0.7375,0.0826
ESP,0.7162,0.0809
ESP,0.712,0.0809
ESP,0.6797,0.0627
ESP,0.6617,0.0482
ESP,0.645,0.0272
ESP,0.6447,0.0047
ESP,0.6865,-0.0104
ESP,0.7276,-0.0139
ESP,0.8488,-0.0187
ESP,0.8955,-0.0277
ESP,0.8805,-0.037
ESP,0.9977,-0.0536
ESP,1.042,-0.0876
ESP,1.0217,-0.1263
ESP,1.0172,-0.1461
ESP,1.0867,-0.1836
ESP,1.1755,-0.2285
ESP,1.3212,-0.2492
ESP,1.4251,-0.2572
ESP,1.4886,-0.2679
ESP,1.5976,-0.2945
ESP,1.5521,-0.2982
ESP,1.5365,-0.3016
ESP,1.5759,-0.309
ESP,1.4847,-0.3127
ESP,1.4261,-0.3158
ESP,1.2222,-0.3255
ESP,1.0483,-0.3286
ESP,0.8585,-0.3293
ESP,0.7443,-0.3304
ESP,0.6849,-0.3295
ESP,0.6589,-0.33
ESP,0.497,-0.3304
ESP,0.3324,-0.3291
ESP,0.2463,-0.3294
ESP,0.2079,-0.3295
ESP,0.192,-0.329
ESP,0.1855,-0.3279
ESP,0.2049,-0.3285
ESP,0.2234,-0.3285
ESP,0.2061,-0.3279
ESP,0.2089,-0.3285
ESP,0.2012,-0.3252
ESP,0.2103,-0.322
ESP,0.2214,-0.3207
ESP,0.2259,-0.319
ESP,0.2232,-0.3188
ESP,0.2258,-0.3177
ESP,0.2234,-0.3164
ESP,0.2735,-0.3119
ESP,0.292,-0.308
ESP,0.2881,-0.3084
ESP,0.3053,-0.3092
ESP,0.3297,-0.3105
ESP,0.3246,-0.3119
ESP,0.2414,-0.3289
ESP,0.205,-0.3649
ESP,0.1916,-0.4077
ESP,0.0971,-0.4176
ESP,0.0826,-0.4129
ESP,0.0809,-0.4013
ESP,0.0809,-0.3947
ESP,0.0627,-0.3911
ESP,0.0482,-0.4088
ESP,0.0272,-0.4166
ESP,0.0047,-0.254
ESP,-0.0104,-0.272
ESP,-0.0139,-0.376
ESP,-0.0187,-0.4441
ESP,-0.0277,-0.4797
ESP,-0.037,-0.4914
ESP,-0.0536,-0.5091
ESP,-0.0876,-0.5209
ESP,-0.1263,-0.5381
ESP,-0.1461,-0.5472
ESP,-0.1836,-0.5417
NOR,12.6,11.95
NOR,12.3,11.55
NOR,12.6,11.96
NOR,12.6,12.31
NOR,12.7,11.76
NOR,12.5,11.46
NOR,12.6,11.12
NOR,12.5,11.07
NOR,12.5,10.82
NOR,12.5,11.35
NOR,12.4,11.46
NOR,12.5,11.66
NOR,13.07,11.51
NOR,13.39,10.97
NOR,13.24,10.71
NOR,13.61,10.41
NOR,15.01,10.11
NOR,14.26,10.23
NOR,14.54,10.41
NOR,14.47,10.3
NOR,14.36,10.54
NOR,14.73,10.46
NOR,15.15,10.32
NOR,16.87,10.8
NOR,16.5,10.62
NOR,15.13,10.53
NOR,14.67,10.36
NOR,14.58,10.35
NOR,14.58,10.41
NOR,14.44,10.37
NOR,14.26,10.52
NOR,14.2,11.15
NOR,13.94,15.13
NOR,14.04,12.5
NOR,14.92,14.63
NOR,15.29,15.42
NOR,14.61,10.59
NOR,14.25,9.32
NOR,14.24,8.79
NOR,14.06,8.35
NOR,13.51,7.32
NOR,13.03,6.83
NOR,13.28,6.48
NOR,13.35,5.96
NOR,13.52,6.34
NOR,13.08,6.18
NOR,13.21,5.45
NOR,11.98,5.57
NOR,11.49,5.36
NOR,11.29,5.09
NOR,11.36,5.25
NOR,11.32,5.46
NOR,10.99,5.15
NOR,11.02,5.43
NOR,11.12,5.53
NOR,11.21,5.86
NOR,10.99,6.68
NOR,11.41,6.89
NOR,11.9,7.27
NOR,12.45,6.24
NOR,11.95,5.76
NOR,11.55,5.46
NOR,11.96,5.39
NOR,12.31,5.36
NOR,11.76,5.67
NOR,11.46,5.79
NOR,11.12,5.62
NOR,11.07,5.34
NOR,10.82,5.36
NOR,11.35,5.34
NOR,11.46,5.22
NOR,11.66,5.43
NOR,11.51,5.48
NOR,10.97,5.26
NOR,10.71,4.92
NOR,10.41,4.7
NOR,10.11,4.76
NOR,10.23,4.93
NOR,10.41,4.99
NOR,10.3,5.02
NOR,10.54,5.09
NOR,10.46,5.04
NOR,10.32,4.39
NOR,10.8,4.14
NOR,10.62,3.52
NOR,10.53,3.52
NOR,10.36,3.51
NOR,10.35,3.5
NOR,10.41,3.46
NOR,10.37,3.51
NOR,10.52,4
NOR,11.15,4.04
NOR,15.13,3.94
